Authors,Title,Journal,Year,Host subfamily,Host genus,Host species,Virus subfamily,Virus genus,Virus strain or sequence,Tissue tested?,nSamples,nPositive,Prevalence,Detection type,Study type,Detection method,Detection method specific,Gene/Antigen Target,Sample type,Isolation successful,Country,State or Region,Site,Latitude,Longitude,SamplingYear,SamplingMonth,StartYear,StartMonth,EndYear,EndMonth,Season,Notes
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.31,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,dalby,,,2011,july,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.03,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,dalby,,,2012,april,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.22,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,sandgate,,,2011,july,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,regents park,,,2011,july,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.48,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,carrara,,,2011,august,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.17,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,carrara,,,2011,september,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.06,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,carrara,,,2011,august,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.5,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,canungra,,,2011,july,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,canungra,,,2011,november,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,canungra,,,2012,july,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0.04,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,warwick,,,2013,march,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,new south wales,tocal,,,2012,may,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,new south wales,shellharbour,,,2011,september,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,new south wales,shellharbour,,,2012,october,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,new south wales,shellharbour,,,2013,august,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,new south wales,bomaderry,,,2013,february,NA,NA,NA,NA,NA,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,plos one,2015,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus, scapulatus",orthoparamyxovirinae,henipavirus,hendra virus,urine,NA,NA,0,pooled,longitudinal,PCR,RT-PCR,M,urine,NA,australia,new south wales,bomaderry,,,2013,march,NA,NA,NA,NA,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,urine,872,0,,pooled,longitudinal,PCR,luminex assay,L,urine,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,NA,NA,yarra bend paramyxovirus,urine,872,17,,pooled,longitudinal,PCR,luminex assay,L,urine,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,NA,NA,geelong paramyxovirus,urine,872,7,,pooled,longitudinal,PCR,luminex assay,L,urine,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,teviot virus,urine,872,4,,pooled,longitudinal,PCR,luminex assay,L,urine,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,cedar virus,urine,872,2,,pooled,longitudinal,PCR,luminex assay,L,urine,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,137,20,,pooled,longitudinal,serology,luminex assay,HeV sG,blood,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,plos one,2016,pteropodinae,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,137,29,,pooled,longitudinal,serology,luminex assay,CedV sG,blood,NA,australia,victoria,geelong,-38.14,144.38,NA,NA,2010,june,2012,july,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,1000,11,,single,longitudinal,PCR,RT-PCR,M,blood,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,urine,558,26,,single,longitudinal,PCR,RT-PCR,M,urine,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,vaginal/preputial,871,18,,single,longitudinal,PCR,RT-PCR,M,swab,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,rectal,318,8,,single,longitudinal,PCR,RT-PCR,M,swab,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,nasal,306,3,,single,longitudinal,PCR,RT-PCR,M,swab,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,oral,307,2,,single,longitudinal,PCR,RT-PCR,M,swab,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,various,742,0,,single,longitudinal,PCR,RT-PCR,M,various,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,sample listed is number of animals; sample type breakdown unknown
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,various,214,0,,single,longitudinal,PCR,RT-PCR,M,various,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,sample listed is number of animals; sample type breakdown unknown
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,205,NA,,single,longitudinal,serology,luminex assay,HeV sG,blood,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,positives/prevalence unreported due to difficulty interpreting MFI values 
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,967,651,,single,longitudinal,serology,luminex assay,HeV sG,blood,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",epidemiology and infection,2019,pteropodinae,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,734,421,,single,longitudinal,serology,luminex assay,HeV sG,blood,NA,australia,queensland,boonah,-27.992,152.681,NA,NA,2013,june,2014,june,NA,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,cynopterinae,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,10,0,,single,cross-sectional,serology,ELISA,NA,blood,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,cynopterinae,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,saliva,5,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,saliva,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,cynopterinae,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,urine,5,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,urine,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,rousettinae,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,54,0,,single,cross-sectional,serology,ELISA,NA,blood,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,rousettinae,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,nipah virus,saliva,7,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,saliva,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,rousettinae,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,nipah virus,urine,7,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,urine,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,26,4,,single,cross-sectional,serology,ELISA,NA,blood,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,saliva,6,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,saliva,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,urine,6,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,urine,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,lylei,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,813,76,,single,cross-sectional,serology,ELISA,NA,blood,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,lylei,orthoparamyxovirinae,henipavirus,nipah virus,saliva,87,1,,pooled,cross-sectional,PCR,duplex RT-PCR,N,saliva,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,lylei,orthoparamyxovirinae,henipavirus,nipah virus,urine,87,6,,pooled,cross-sectional,PCR,duplex RT-PCR,N,urine,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,39,1,,single,cross-sectional,serology,ELISA,NA,blood,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
